INVOICE_NO,vcurr Net Revenue,vcurr Gross Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue
VKR-137254,18994,18994.496265172733,7/12/2024 0:00,20343,20343.105499999998
VKR-137255,1362,1361.7020541549955,7/12/2024 0:00,1458,1458.3829
VKR-137256,48985,48985.10429505136,7/12/2024 0:00,52463,52463.0467
VKR-137257,672,672.3404295051354,7/12/2024 0:00,720,720.0766
VKR-137258,5637,5637.138935574229,7/12/2024 0:00,6037,6037.3758
VKR-137259,12862,12861.597385620915,7/12/2024 0:00,13775,13774.770799999998
VKR-137260,11965,11964.99766573296,7/15/2024 0:00,12815,12814.5125
VKR-137263,41691,41691.46676003735,7/15/2024 0:00,44652,44651.5609
VKR-137264,31227,31226.64808590103,7/15/2024 0:00,33444,33443.7401
VKR-137265,48419,48419.427917833804,7/15/2024 0:00,51857,51857.2073
VKR-137266,6916,6915.6025210084035,7/15/2024 0:00,7407,7406.6103
VKR-137267,60547,60547.48804855276,7/15/2024 0:00,64846,64846.3597
VKR-137268,45209,45208.61437908497,7/15/2024 0:00,48418,48418.426
VKR-137269,3567,3567.2693744164335,7/15/2024 0:00,3821,3820.5455
VKR-137270,0,0.10634920634920636,7/15/2024 0:00,0,0.1139
VKR-137271,11965,11964.99766573296,7/16/2024 0:00,12815,12814.5125
VKR-137272,42997,42997.49150326798,7/16/2024 0:00,46050,46050.3134
VKR-137273,23970,23969.995238095238,7/16/2024 0:00,25672,25671.8649
VKR-137274,4800,4799.999066293184,7/16/2024 0:00,5141,5140.799
VKR-137275,1250,1249.9997198879553,7/16/2024 0:00,1339,1338.7497
VKR-137276,27601,27601.119514472455,7/16/2024 0:00,29561,29560.799
VKR-137277,9019,9019.235667600373,7/16/2024 0:00,9660,9659.6014
VKR-137278,27601,27601.119514472455,7/16/2024 0:00,29561,29560.799
VKR-137279,56784,56783.98879551821,7/16/2024 0:00,60816,60815.652
VKR-137280,38750,38750.24089635855,7/16/2024 0:00,41502,41501.508
VKR-137281,11965,11964.99766573296,7/17/2024 0:00,12815,12814.5125
VKR-137282,11965,11964.99766573296,7/17/2024 0:00,12815,12814.5125
VKR-137284,44424,44424.44126984127,7/17/2024 0:00,47579,47578.5766
VKR-137285,38525,38524.82110177405,7/17/2024 0:00,41260,41260.0834
VKR-137286,2492,2491.7020541549955,7/17/2024 0:00,2669,2668.6129
VKR-137287,9009,9008.998226,7/17/2024 0:00,9649,9648.6371
VKR-137288,26194,26193.744817927174,7/17/2024 0:00,28054,28053.500700000004
VKR-137289,6065,6065.32381,7/17/2024 0:00,6496,6495.9618
VKR-137290,31674,31673.75751633987,7/17/2024 0:00,33923,33922.5943
VKR-137291,11941,11941.370681605977,7/17/2024 0:00,12789,12789.208
VKR-137292,48985,48985.10429505136,7/17/2024 0:00,52463,52463.0467
VKR-137293,42997,42997.49150326798,7/18/2024 0:00,46050,46050.3134
VKR-137294,6173,6173.368814192344,7/18/2024 0:00,6612,6611.678
VKR-137295,27759,27759.36956,7/18/2024 0:00,29730,29730.2848
VKR-137297,38750,38750.24089635855,7/18/2024 0:00,41502,41501.508
VKR-137298,45910,45909.92847805788,7/18/2024 0:00,49170,49169.53339999999
VKR-137299,38400,38399.88011204482,7/18/2024 0:00,41126,41126.2716
VKR-137305,7447,7446.808216619982,7/19/2024 0:00,7976,7975.5316
VKR-137306,35067,35067.318113912224,7/19/2024 0:00,37557,37557.09769999999
VKR-137307,3976,3976.0636788048555,7/19/2024 0:00,4258,4258.3642
VKR-137308,1362,1361.7020541549955,7/19/2024 0:00,1458,1458.3829
VKR-137309,41979,41979.427637721754,7/19/2024 0:00,44960,44959.967
VKR-137310,8946,8945.998226,7/19/2024 0:00,9581,9581.1641
VKR-137311,39253,39252.929785247434,7/19/2024 0:00,42040,42039.8878
VKR-137312,11965,11964.99766573296,7/22/2024 0:00,12815,12814.5125
VKR-137314,11965,11964.99766573296,7/22/2024 0:00,12815,12814.5125
VKR-137315,3394,3393.735107376284,7/22/2024 0:00,3635,3634.6902999999998
VKR-137316,74810,74810.23529411765,7/22/2024 0:00,80122,80121.762
VKR-137317,7263,7263.120261437909,7/22/2024 0:00,7779,7778.8018
VKR-137318,31227,31226.64808590103,7/22/2024 0:00,33444,33443.7401
VKR-137319,36742,36741.59271708683,7/22/2024 0:00,39350,39350.2458
VKR-137320,38525,38524.82110177405,7/22/2024 0:00,41260,41260.0834
VKR-137321,199,198.58151260504204,7/22/2024 0:00,213,212.6808
VKR-137322,37296,39910.49215686275,7/23/2024 0:00,39944,42744.1371
VKR-137323,11965,11964.99766573296,7/23/2024 0:00,12815,12814.5125
VKR-137325,8044,8043.748459383754,7/23/2024 0:00,8615,8614.8546
VKR-137326,11319,11318.867787114845,7/23/2024 0:00,12123,12122.507399999999
VKR-137327,38750,38750.24089635855,7/23/2024 0:00,41502,41501.508
VKR-137328,7213,7213.498599439777,7/23/2024 0:00,7726,7725.657
VKR-137329,38525,38524.82110177405,7/23/2024 0:00,41260,41260.0834
VKR-137330,5515,5514.893370681606,7/23/2024 0:00,5906,5906.4508
VKR-137331,38501,38501.392436974784,7/23/2024 0:00,41235,41234.991299999994
VKR-137332,13837,13836.878804855276,7/23/2024 0:00,14819,14819.297199999999
VKR-137333,4640,4640.4253034547155,7/23/2024 0:00,4970,4969.8955
VKR-137335,4799,4798.749112978525,7/24/2024 0:00,5139,5139.4603
VKR-137336,4902,4902.4820728291315,7/24/2024 0:00,5251,5250.5583
VKR-137337,10842,10842.297852474325,7/24/2024 0:00,11612,11612.101
VKR-137338,31608,31607.563678804858,7/24/2024 0:00,33852,33851.7007
VKR-137339,48986,48986.42782446312,7/24/2024 0:00,52464,52464.4642
VKR-137340,6561,6560.6380018674145,7/24/2024 0:00,7026,7026.443300000001
VKR-137341,40005,40004.99215686275,7/24/2024 0:00,42845,42845.3466
VKR-137342,794,794.3262371615313,7/24/2024 0:00,851,850.7234
VKR-137343,41868,41867.610550887024,7/24/2024 0:00,44840,44840.2109
VKR-137344,40621,40620.99206349206,7/24/2024 0:00,43505,43505.0825
VKR-137345,41261,41261.491876750704,7/24/2024 0:00,44191,44191.0578
VKR-137346,199,198.58151260504204,7/24/2024 0:00,213,212.6808
VKR-137347,3575,3575.2492997198883,7/24/2024 0:00,3829,3829.092
VKR-137348,59,59.101680672268905,7/24/2024 0:00,63,63.2979
VKR-137349,147269,147268.90756302522,7/25/2024 0:00,157725,157725
VKR-137350,574,574.2483660130719,7/25/2024 0:00,615,615.02
VKR-137351,37296,39910.49215686275,7/25/2024 0:00,39944,42744.1371
VKR-137352,11965,11964.99766573296,7/25/2024 0:00,12815,12814.5125
VKR-137353,45209,45208.61437908497,7/25/2024 0:00,48418,48418.426
VKR-137354,32292,32291.867413632117,7/25/2024 0:00,34585,34584.59
VKR-137355,43161,43160.76648,7/25/2024 0:00,46225,46225.1809
VKR-137356,18394,18393.616246498597,7/25/2024 0:00,19700,19699.563
VKR-137357,36811,39500.99225023343,7/26/2024 0:00,39424,42305.5627
VKR-137358,37296,39910.49215686275,7/26/2024 0:00,39944,42744.1371
VKR-137359,89760,89759.98235294118,7/26/2024 0:00,96133,96132.9411
VKR-137360,36636,36636.06778711485,7/26/2024 0:00,39237,39237.2286
VKR-137361,12101,12101.063305322128,7/26/2024 0:00,12960,12960.2388
VKR-137362,2439,2438.829691876751,7/26/2024 0:00,2612,2611.9866
VKR-137363,13239,13238.770121381887,7/26/2024 0:00,14179,14178.722800000001
VKR-137364,25956,25955.994864612512,7/26/2024 0:00,27799,27798.8705
VKR-137365,24304,24303.99514472456,7/26/2024 0:00,26030,26029.5788
VKR-137366,11965,11964.99766573296,7/29/2024 0:00,12815,12814.5125
VKR-137371,47899,47898.56526610644,7/29/2024 0:00,51299,51299.363399999995
VKR-137372,35989,35989.267880485524,7/29/2024 0:00,38545,38544.5059
VKR-137373,0,0.018954248,7/29/2024 0:00,0,0.0203
VKR-137374,37929,37929.076377217556,7/29/2024 0:00,40622,40622.0408
VKR-137375,31202,31201.997105508875,7/29/2024 0:00,33417,33417.3389
VKR-137376,34165,34164.705882352944,7/29/2024 0:00,36590,36590.4
VKR-137377,34165,34164.705882352944,7/29/2024 0:00,36590,36590.4
VKR-137378,31202,31201.997105508875,7/29/2024 0:00,33417,33417.3389
VKR-137379,34165,34164.705882352944,7/29/2024 0:00,36590,36590.4
VKR-137380,35201,35201.06237161531,7/29/2024 0:00,37700,37700.3378
VKR-137381,34165,34164.705882352944,7/29/2024 0:00,36590,36590.4
VKR-137382,32029,32029.411764705885,7/29/2024 0:00,34304,34303.5
VKR-137383,8927,8927.098226,7/29/2024 0:00,9561,9560.9222
VKR-137384,32029,32029.411764705885,7/29/2024 0:00,34304,34303.5
VKR-137385,32029,32029.411764705885,7/29/2024 0:00,34304,34303.5
VKR-137386,32029,32029.411764705885,7/29/2024 0:00,34304,34303.5
VKR-137387,32029,32029.411764705885,7/29/2024 0:00,34304,34303.5
VKR-137388,8974,8973.748272642391,7/30/2024 0:00,9611,9610.8844
VKR-137389,7999,7999.423436041083,7/30/2024 0:00,8567,8567.3825
VKR-137391,55519,55518.73902894491,7/30/2024 0:00,59461,59460.5695
VKR-137392,34667,34667.31820728291,7/30/2024 0:00,37129,37128.697799999994
VKR-137393,12888,12887.942670401495,7/30/2024 0:00,13803,13802.9866
VKR-137394,20632,20631.595891690013,7/30/2024 0:00,22096,22096.4392
VKR-137395,400,399.9999066293184,7/30/2024 0:00,428,428.3999
VKR-137396,55702,55702.12530345471,7/30/2024 0:00,59657,59656.9762
VKR-137397,11997,11996.747619047619,7/30/2024 0:00,12849,12848.5167
VKR-137398,3222,3221.9857142857145,7/30/2024 0:00,3451,3450.7467
VKR-137399,10785,10785.460504201681,7/30/2024 0:00,11551,11551.2282
VKR-137400,35175,35174.993090569566,7/30/2024 0:00,37672,37672.4176
VKR-137401,13800,13799.622408963585,7/30/2024 0:00,14779,14779.3956
VKR-137402,7187,7186.760877684407,7/30/2024 0:00,7697,7697.0208999999995
VKR-137403,8172,8172.340056022409,7/30/2024 0:00,8753,8752.5762
VKR-137404,18758,18758.246311858078,7/30/2024 0:00,20090,20090.0818
VKR-137407,500,499.99990662931845,7/31/2024 0:00,535,535.4999
VKR-137408,84063,84063.39869281047,7/31/2024 0:00,90032,90031.90000000001
VKR-137413,1548,1547.6949579831935,7/31/2024 0:00,1658,1657.5813
VKR-137414,12101,12101.063305322128,7/31/2024 0:00,12960,12960.2388
VKR-137415,397,397.1631185807656,7/31/2024 0:00,425,425.3617
VKR-137416,36636,36636.06778711485,7/31/2024 0:00,39237,39237.2286
VKR-137417,12101,12101.063305322128,7/31/2024 0:00,12960,12960.2388
VKR-137418,596,595.7446311858077,7/31/2024 0:00,638,638.0425
VKR-137419,38750,38750.24089635855,7/31/2024 0:00,41502,41501.508
VKR-137420,1210,1210.3997198879551,7/31/2024 0:00,1296,1296.3381
VKR-137421,610,609.9999066293184,7/31/2024 0:00,653,653.3099
VKR-137422,24763,24763.119514472455,7/31/2024 0:00,26521,26521.301
VKR-137423,14404,14404.254715219422,7/31/2024 0:00,15427,15426.9568
VKR-137424,38525,38524.82110177405,7/31/2024 0:00,41260,41260.0834
VKR-137425,195,195,7/31/2024 0:00,209,208.845
VKR-137426,13604,13604.018300653595,7/31/2024 0:00,14570,14569.9036
VKR-137427,22241,22241.133800186744,7/31/2024 0:00,23820,23820.2543
VKR-137428,21868,21867.995704948647,7/31/2024 0:00,23421,23420.6234
VKR-137429,30898,30898.023996265176,7/31/2024 0:00,33092,33091.7837
VKR-137430,25749,25749.407843137255,7/31/2024 0:00,27578,27577.6158
VKR-137431,5586,5585.998879551821,7/31/2024 0:00,5983,5982.6048
VKR-137432,17,16.67609710550887,7/31/2024 0:00,18,17.8601
VKR-137433,573,573.2859944,7/31/2024 0:00,614,613.9893
VKR-137434,461,460.9929038,7/31/2024 0:00,494,493.7234
VKR-137435,83132,83131.94829178209,8/1/2024 0:00,90032,90031.9
VKR-137436,172705,172705.4341736695,7/31/2024 0:00,184968,184967.52000000002
VKR-137437,330276,330275.8319327731,7/31/2024 0:00,353725,353725.41599999997
VKR-137438,1433,1433.1747922437673,8/1/2024 0:00,1552,1552.1283
VKR-137439,17962,17962.182640812556,8/1/2024 0:00,19453,19453.0438
VKR-137440,31402,31402.351154201293,8/1/2024 0:00,34009,34008.7463
VKR-137441,11664,11664.000461680516,8/1/2024 0:00,12632,12632.1125
VKR-137442,6200,6200.471652816252,8/1/2024 0:00,6715,6715.1108
VKR-137443,2783,2782.8000923361037,8/2/2024 0:00,3014,3013.7725
VKR-137444,33943,33942.826315789476,8/2/2024 0:00,36760,36760.0809
VKR-137445,1092,1092,8/2/2024 0:00,1183,1182.636
VKR-137446,20421,20421.31948291782,8/2/2024 0:00,22116,22116.289
VKR-137447,1899,1899.2765466297321,8/2/2024 0:00,2057,2056.9165
VKR-137448,2510,2509.9220683287167,8/2/2024 0:00,2718,2718.2456
VKR-137449,17962,17962.182640812556,8/2/2024 0:00,19453,19453.0438
VKR-137450,43344,43344.00156971376,8/5/2024 0:00,46942,46941.5537
VKR-137451,21675,21675.000831024932,8/5/2024 0:00,23474,23474.0259
VKR-137452,36811,39501.00147737766,8/6/2024 0:00,39866,42779.5846
VKR-137453,36900,36900.001385041556,8/6/2024 0:00,39963,39962.7015
VKR-137455,6173,6173.370267774701,8/6/2024 0:00,6686,6685.76
VKR-137456,436,436,8/6/2024 0:00,472,472.188
VKR-137457,33296,33295.50120036935,8/6/2024 0:00,36059,36059.0278
VKR-137458,25813,25813.021698984303,8/6/2024 0:00,27956,27955.5025
VKR-137459,721,720.9030470914129,8/6/2024 0:00,781,780.738
VKR-137460,3055,3055.4352723915054,8/6/2024 0:00,3309,3309.0364
VKR-137461,13654,13654.14054,8/6/2024 0:00,14787,14787.4342
VKR-137462,3083,3082.8187442289936,8/6/2024 0:00,3339,3338.6927
VKR-137463,581,580.5685134,8/6/2024 0:00,629,628.7557
VKR-137464,36900,36900.001385041556,8/7/2024 0:00,39963,39962.7015
VKR-137465,40509,52069.50193905818,8/7/2024 0:00,43871,56391.2706
VKR-137466,40509,52069.50193905818,8/7/2024 0:00,43871,56391.2706
VKR-137467,40509,52069.50193905818,8/7/2024 0:00,43871,56391.2706
VKR-137468,7921,7921.200277008311,8/7/2024 0:00,8579,8578.6599
VKR-137469,3065,3065.401754385965,8/7/2024 0:00,3320,3319.8301
VKR-137470,26536,26536.320960295474,8/7/2024 0:00,28739,28738.8356
VKR-137471,18813,18812.850692520777,8/7/2024 0:00,20374,20374.3173
VKR-137472,3354,3354.027239150508,8/7/2024 0:00,3632,3632.4115
VKR-137473,20691,20691.46158818098,8/7/2024 0:00,22409,22408.8529
VKR-137474,41265,52825.50193905817,8/7/2024 0:00,44690,57210.0186
VKR-137475,60548,60547.502308402596,8/7/2024 0:00,65573,65572.945
VKR-137476,18272,18272.14265927978,8/7/2024 0:00,19789,19788.7305
VKR-137477,18272,18272.14265927978,8/7/2024 0:00,19789,19788.7305
VKR-137478,40509,52069.50193905818,8/8/2024 0:00,43871,56391.2706
VKR-137479,40509,52069.50193905818,8/8/2024 0:00,43871,56391.2706
VKR-137480,51583,51582.91939058172,8/8/2024 0:00,55864,55864.3017
VKR-137481,37870,37869.80609418283,8/8/2024 0:00,41013,41013
VKR-137482,37870,37869.80609418283,8/8/2024 0:00,41013,41013
VKR-137483,16093,16093.359002770085,8/8/2024 0:00,17429,17429.1078
VKR-137484,2911,2910.600092336103,8/8/2024 0:00,3152,3152.1798999999996
VKR-137485,9491,9490.516343490304,8/8/2024 0:00,10278,10278.2292
VKR-137486,1354,1354.0660203139428,8/8/2024 0:00,1466,1466.4535
VKR-137487,7475,7474.516251154202,8/8/2024 0:00,8095,8094.901100000001
VKR-137488,302958,302958.44875346264,8/8/2024 0:00,328104,328104
VKR-137489,36720,36720.001385041556,8/9/2024 0:00,39768,39767.7615
VKR-137490,45975,45975.001754385965,8/9/2024 0:00,49791,49790.9269
VKR-137491,27489,27489.00101569714,8/9/2024 0:00,29771,29770.5881
VKR-137492,13700,13700.468882733148,8/9/2024 0:00,14838,14837.6078
VKR-137493,10381,10380.82539242844,8/9/2024 0:00,11242,11242.4339
VKR-137494,45720,45719.769898430284,8/9/2024 0:00,49515,49514.5108
VKR-137495,18363,18362.552446906742,8/9/2024 0:00,19887,19886.6443
VKR-137496,35235,35235.201292705446,8/9/2024 0:00,38160,38159.723
VKR-137497,691,690.7500461680518,8/9/2024 0:00,748,748.0823
VKR-137498,24394,24393.600923361035,8/9/2024 0:00,26418,26418.2698
VKR-137499,29156,29156.150415512468,8/9/2024 0:00,31576,31576.1109
VKR-137500,795,795,8/9/2024 0:00,861,860.985
VKR-137501,35798,35797.50129270545,8/9/2024 0:00,38769,38768.6939
VKR-137502,1621,1620.8524469067406,8/9/2024 0:00,1755,1755.3832
VKR-137503,6175,6174.675162,8/9/2024 0:00,6687,6687.173199999999
VKR-137504,26734,26734.05096952909,8/9/2024 0:00,28953,28952.9772
VKR-137505,36646,39910.50147737766,8/12/2024 0:00,39687,43223.0731
VKR-137507,378698,378698.06094182824,8/8/2024 0:00,410130,410130
VKR-137508,39555,39554.79584487535,8/12/2024 0:00,42838,42837.8439
VKR-137509,8911,8911.350323,8/12/2024 0:00,9651,9650.9924
VKR-137510,43875,43875.001662049865,8/12/2024 0:00,47517,47516.6268
VKR-137511,8615,8615.470729455217,8/12/2024 0:00,9331,9330.5548
VKR-137512,16909,16909.35069252078,8/12/2024 0:00,18313,18312.826800000003
VKR-137513,24383,24382.800923361036,8/12/2024 0:00,26407,26406.5734
VKR-137514,32368,32368.377839335186,8/12/2024 0:00,35055,35054.9532
VKR-137515,40945,40945.25143,8/12/2024 0:00,44344,44343.7073
VKR-137516,11267,11267.175900277007,8/12/2024 0:00,12202,12202.351499999999
VKR-137517,40887,40887.15152354571,8/12/2024 0:00,44281,44280.7851
VKR-137518,36646,39910.50147737766,8/13/2024 0:00,39687,43223.0731
VKR-137519,89760,89760.00332409973,8/13/2024 0:00,97210,97210.0836
VKR-137520,34667,34667.32631578947,8/13/2024 0:00,37545,37544.7144
VKR-137521,4306,4305.850415512466,8/13/2024 0:00,4663,4663.236
VKR-137522,1,1.4217913204062789,8/13/2024 0:00,2,1.5398
VKR-137523,36900,36900.00138504155,8/13/2024 0:00,39963,39962.701499999996
VKR-137524,400,400,8/13/2024 0:00,433,433.2
VKR-137525,29038,29038.126038781164,8/13/2024 0:00,31448,31448.2905
VKR-137526,35792,35791.630378578026,8/13/2024 0:00,38762,38762.3357
VKR-137527,5103,5102.8602031394275,8/13/2024 0:00,5526,5526.3976
VKR-137528,48986,48986.43933518005,8/13/2024 0:00,53052,53052.313799999996
VKR-137529,2670,2669.785780240074,8/13/2024 0:00,2891,2891.378
VKR-137530,6402,6401.700184672207,8/13/2024 0:00,6933,6933.0413
VKR-137531,995,995.0000000000001,8/14/2024 0:00,1078,1077.585
VKR-137532,19482,19482.00073868883,8/14/2024 0:00,21099,21099.0068
VKR-137533,1,1.4217913204062789,8/14/2024 0:00,2,1.5398
VKR-137534,43092,43092.00156971376,8/14/2024 0:00,46669,46668.6377
VKR-137535,6097,6096.740259,8/14/2024 0:00,6603,6602.7697
VKR-137536,72853,72853.05374,8/14/2024 0:00,78900,78899.8572
VKR-137537,29132,29131.540073868884,8/14/2024 0:00,31549,31549.4579
VKR-137538,32538,32537.845798707298,8/14/2024 0:00,35238,35238.487
VKR-137539,6003,6003.0783933518005,8/14/2024 0:00,6501,6501.3339
VKR-137540,36563,36562.564081255776,8/14/2024 0:00,39597,39597.2569
VKR-137541,12400,12399.521514312097,8/14/2024 0:00,13429,13428.6818
VKR-137542,398,398.10415512465374,8/14/2024 0:00,431,431.1468
VKR-137543,51688,51688.20193905817,8/15/2024 0:00,55978,55978.3227
VKR-137546,6850,6850.000277,8/15/2024 0:00,7419,7418.5503
VKR-137547,16422,16421.794921514313,8/15/2024 0:00,17785,17784.8039
VKR-137548,29156,29156.150415512468,8/15/2024 0:00,31576,31576.1109
VKR-137549,300,300,8/15/2024 0:00,325,324.9
VKR-137550,8927,8927.100369344413,8/15/2024 0:00,9668,9668.0497
VKR-137551,3695,3694.9038781163435,8/15/2024 0:00,4002,4001.5809
VKR-137552,35710,35710.40332409973,8/15/2024 0:00,38674,38674.3668
VKR-137553,11459,11458.76352723915,8/15/2024 0:00,12410,12409.8409
VKR-137554,355,355.4501385041551,8/15/2024 0:00,385,384.9525
VKR-137555,36900,36900.00138504155,8/16/2024 0:00,39963,39962.701499999996
VKR-137556,22472,22472.10083102493,8/16/2024 0:00,24337,24337.2852
VKR-137557,11943,11943.123545706372,8/16/2024 0:00,12934,12934.4028
VKR-137558,24473,24473.21375807941,8/16/2024 0:00,26504,26504.4905
VKR-137559,14500,14499.698430286242,8/16/2024 0:00,15703,15703.1734
VKR-137560,3695,3694.9038781163435,8/16/2024 0:00,4002,4001.5809
VKR-137561,16632,16632.000646352724,8/16/2024 0:00,18012,18012.4567
VKR-137562,47451,47451.02520775623,8/16/2024 0:00,51389,51389.4603
VKR-137563,16632,16632.000646352724,8/16/2024 0:00,18012,18012.4567
VKR-137564,3608,3607.8185595567866,8/16/2024 0:00,3907,3907.2675
VKR-137565,16632,16632.000646352724,8/16/2024 0:00,18012,18012.4567
VKR-137566,16632,16632.000646352724,8/16/2024 0:00,18012,18012.4567
VKR-137567,57875,57875.00212373037,8/15/2024 0:00,62679,62678.62729999999
VKR-137568,39997,39997.12650046168,8/19/2024 0:00,43317,43316.888
VKR-137569,47040,47040.001754385965,8/19/2024 0:00,50944,50944.321899999995
VKR-137572,38034,47436.30175438597,8/19/2024 0:00,41191,51373.514800000004
VKR-137573,16626,16626.38965835642,8/19/2024 0:00,18006,18006.38
VKR-137574,796,796.2082179132041,8/19/2024 0:00,862,862.2935
VKR-137575,38427,38427.00009,8/19/2024 0:00,41616,41616.4411
VKR-137576,35798,35797.50129270545,8/19/2024 0:00,38769,38768.6939
VKR-137577,16626,16626.389658356416,8/19/2024 0:00,18006,18006.379999999997
VKR-137578,0,0.028439519852262236,8/19/2024 0:00,0,0.0308
VKR-137579,32707,32707.31375807941,8/19/2024 0:00,35422,35422.0208
VKR-137580,16632,16632.000646352724,8/19/2024 0:00,18012,18012.4567
VKR-137581,6403,6402.841274238228,8/19/2024 0:00,6934,6934.2771
VKR-137582,16632,16632.000646352724,8/19/2024 0:00,18012,18012.4567
VKR-137583,16626,16626.38965835642,8/19/2024 0:00,18006,18006.38
VKR-137584,3085,3085.306925207756,8/19/2024 0:00,3341,3341.3874
VKR-137585,37934,37934.34616805171,8/19/2024 0:00,41083,41082.8969
VKR-137586,16626,16626.38965835642,8/19/2024 0:00,18006,18006.38
VKR-137587,22538,22537.90646352724,8/19/2024 0:00,24409,24408.5527
VKR-137588,8335,8335.180332409973,8/19/2024 0:00,9027,9027.0003
VKR-137589,16626,16626.389658356416,8/19/2024 0:00,18006,18006.379999999997
VKR-137590,16632,16632.000646352724,8/20/2024 0:00,18012,18012.4567
VKR-137591,39997,39997.12650046168,8/20/2024 0:00,43317,43316.888
VKR-137592,39997,39997.12650046168,8/20/2024 0:00,43317,43316.888
VKR-137598,73987,73987.43397968606,8/20/2024 0:00,80128,80128.391
VKR-137599,36385,44347.50166204986,8/20/2024 0:00,39405,48028.3443
VKR-137600,13080,13080.000461680518,8/20/2024 0:00,14166,14165.640500000001
VKR-137601,21530,21530.466020313943,8/20/2024 0:00,23317,23317.4947
VKR-137602,12809,12809.000000000002,8/20/2024 0:00,13872,13872.147
VKR-137603,41967,41966.80914127424,8/20/2024 0:00,45450,45450.0543
VKR-137604,38616,38616.09953831949,8/20/2024 0:00,41821,41821.2358
VKR-137605,7768,7768.006648199447,8/20/2024 0:00,8413,8412.7512
VKR-137606,17155,17154.61458910434,8/20/2024 0:00,18578,18578.4476
VKR-137607,49000,49000.45586334257,8/20/2024 0:00,53067,53067.4937
VKR-137608,29156,29156.150415512468,8/20/2024 0:00,31576,31576.1109
VKR-137609,20475,20475.00073868883,8/20/2024 0:00,22174,22174.4258
VKR-137610,36900,36900.001385041556,8/21/2024 0:00,39963,39962.7015
VKR-137611,5518,5517.500184672207,8/21/2024 0:00,5975,5975.4527
VKR-137612,2326,2325.710064635273,8/21/2024 0:00,2519,2518.744
VKR-137613,45790,45790.239242843956,8/21/2024 0:00,49591,49590.8291
VKR-137614,35284,35284.465650969534,8/21/2024 0:00,38213,38213.0763
VKR-137615,3550,3549.7616805170824,8/21/2024 0:00,3844,3844.3919
VKR-137616,1,1.1552169898430287,8/21/2024 0:00,1,1.2511
VKR-137617,714,714.3481071,8/21/2024 0:00,774,773.639
VKR-137618,4796,4796.4751615881805,8/21/2024 0:00,5195,5194.5826
VKR-137619,43480,43480.43425669437,8/21/2024 0:00,47089,47089.3103
VKR-137620,16463,16463.26408125577,8/21/2024 0:00,17830,17829.714999999997
VKR-137621,2445,2444.608125577101,8/21/2024 0:00,2648,2647.5106
VKR-137622,21173,21173.45189289012,8/21/2024 0:00,22931,22930.8484
VKR-137623,4651,4651.420036934442,8/21/2024 0:00,5037,5037.4879
VKR-137624,37996,38756.81394275162,8/22/2024 0:00,41150,41973.6295
VKR-137625,36900,36900.00138504155,8/22/2024 0:00,39963,39962.701499999996
VKR-137626,13307,13306.500461680518,8/22/2024 0:00,14411,14410.94
VKR-137627,13059,13059.000461680518,8/22/2024 0:00,14143,14142.897500000001
VKR-137628,36900,36900.001385041556,8/22/2024 0:00,39963,39962.7015
VKR-137629,12116,12116.405447830102,8/22/2024 0:00,13122,13122.0671
VKR-137630,19308,19308.04976915974,8/22/2024 0:00,20911,20910.617899999997
VKR-137631,2305,2304.871745152355,8/22/2024 0:00,2496,2496.1761
VKR-137632,6304,6304.207663896584,8/22/2024 0:00,6827,6827.4569
VKR-137633,19873,19872.86001846722,8/22/2024 0:00,21522,21522.3074
VKR-137634,355,355.4501385041551,8/22/2024 0:00,385,384.9525
VKR-137635,35305,35304.72631578948,8/22/2024 0:00,38235,38235.0186
VKR-137636,3065,3065.401754385965,8/22/2024 0:00,3320,3319.8301
VKR-137637,36900,36900.001385041556,8/23/2024 0:00,39963,39962.7015
VKR-137638,24257,29565.00110803324,8/23/2024 0:00,26270,32018.8962
VKR-137639,6120,6120.000184672207,8/23/2024 0:00,6628,6627.9602
VKR-137641,1953,1952.5000923361035,8/23/2024 0:00,2115,2114.5576
VKR-137642,35508,35507.588827331485,8/23/2024 0:00,38455,38454.7187
VKR-137643,13614,13614.213019390581,8/23/2024 0:00,14744,14744.1927
VKR-137644,7507,7506.844044321329,8/23/2024 0:00,8130,8129.9121
VKR-137645,600,600,8/23/2024 0:00,650,649.8
VKR-137646,10211,10210.65974145891,8/23/2024 0:00,11058,11058.1445
VKR-137647,36646,39910.50147737766,8/26/2024 0:00,39687,43223.0731
VKR-137648,66880,66879.99021237304,8/26/2024 0:00,72431,72431.0294
VKR-137649,25089,25088.556140350876,8/26/2024 0:00,27171,27170.9063
VKR-137650,24990,24990.000923361033,8/26/2024 0:00,27064,27064.171
VKR-137651,40005,40005.00147737766,8/26/2024 0:00,43325,43325.4166
VKR-137652,52839,52839.00193905817,8/26/2024 0:00,57225,57224.6391
VKR-137653,42201,42201.25152354571,8/26/2024 0:00,45704,45703.9554
VKR-137654,23520,23520.000831024932,8/26/2024 0:00,25472,25472.1609
VKR-137660,39997,39997.12650046168,8/27/2024 0:00,43317,43316.888
VKR-137661,36646,39910.50147737766,8/27/2024 0:00,39687,43223.0731
VKR-137662,17175,17174.515235457064,8/27/2024 0:00,18600,18600
VKR-137663,31202,31202.004432132962,8/27/2024 0:00,33792,33791.7708
